booking_id,booking_date,cancel_date,checkin_date,checkout_date,is_canceled
48,8/10/2014,,7/9/2015,14/9/2015,0
49,9/10/2014,,7/9/2015,14/9/2015,0
50,11/10/2014,,3/9/2015,17/9/2015,0
51,13/10/2014,,6/9/2015,16/9/2015,0
52,17/10/2014,1/5/2015,5/9/2015,15/9/2015,1
53,17/10/2014,1/5/2015,5/9/2015,15/9/2015,1
54,18/10/2014,,31/7/2015,4/8/2015,0
55,21/10/2014,,6/7/2015,13/7/2015,0
56,26/10/2014,2/1/2015,5/9/2015,12/9/2015,1
57,31/10/2014,2/1/2015,4/10/2015,6/10/2015,1
58,2/11/2014,,9/7/2015,16/7/2015,0
59,3/11/2014,2/1/2015,3/9/2015,6/9/2015,1
60,5/11/2014,21/7/2015,11/9/2015,18/9/2015,1
61,9/11/2014,,6/9/2015,18/9/2015,0
62,10/11/2014,,3/9/2015,7/9/2015,0
63,10/11/2014,18/11/2014,3/9/2015,7/9/2015,1
64,10/11/2014,22/1/2015,8/9/2015,11/9/2015,1
65,10/11/2014,22/1/2015,8/9/2015,11/9/2015,1
66,10/11/2014,22/1/2015,8/9/2015,11/9/2015,1
67,10/11/2014,,3/9/2015,7/9/2015,0
68,10/11/2014,,3/9/2015,7/9/2015,0
69,12/11/2014,,13/9/2015,24/9/2015,0
70,12/11/2014,3/9/2015,6/10/2015,13/10/2015,1
71,12/11/2014,2/1/2015,6/10/2015,13/10/2015,1
72,12/11/2014,2/1/2015,6/10/2015,13/10/2015,1
73,12/11/2014,2/1/2015,8/10/2015,15/10/2015,1
74,12/11/2014,2/1/2015,12/10/2015,19/10/2015,1
75,12/11/2014,2/1/2015,12/10/2015,19/10/2015,1
76,12/11/2014,2/1/2015,12/10/2015,19/10/2015,1
77,12/11/2014,,24/7/2015,31/7/2015,0
78,12/11/2014,,8/8/2015,15/8/2015,0
79,12/11/2014,,13/9/2015,24/9/2015,0
80,15/11/2014,,12/9/2015,22/9/2015,0
81,18/11/2014,,19/9/2015,28/9/2015,0
82,18/11/2014,1/1/2015,22/12/2015,23/12/2015,1
83,18/11/2014,5/2/2015,12/7/2015,18/7/2015,1
84,18/11/2014,5/2/2015,12/8/2015,14/8/2015,1
85,18/11/2014,17/3/2015,7/7/2015,15/7/2015,1
86,18/11/2014,16/4/2015,1/8/2015,11/8/2015,1
87,18/11/2014,16/4/2015,1/8/2015,11/8/2015,1
88,18/11/2014,1/5/2015,13/9/2015,22/9/2015,1
89,18/11/2014,18/5/2015,26/7/2015,29/7/2015,1
90,18/11/2014,15/6/2015,11/7/2015,15/7/2015,1
91,18/11/2014,15/6/2015,11/7/2015,15/7/2015,1
92,18/11/2014,17/6/2015,11/7/2015,16/7/2015,1
93,18/11/2014,17/6/2015,11/7/2015,16/7/2015,1
94,18/11/2014,,2/7/2015,9/7/2015,0
95,18/11/2014,,6/7/2015,10/7/2015,0
96,18/11/2014,,13/7/2015,17/7/2015,0
97,18/11/2014,,13/7/2015,17/7/2015,0
98,18/11/2014,,13/7/2015,17/7/2015,0
99,18/11/2014,,17/7/2015,22/7/2015,0
100,18/11/2014,27/7/2015,1/8/2015,10/8/2015,1
101,18/11/2014,,31/7/2015,3/8/2015,0
102,18/11/2014,,3/8/2015,8/8/2015,0
103,18/11/2014,,17/8/2015,24/8/2015,0
104,18/11/2014,,17/8/2015,26/8/2015,0
105,18/11/2014,28/8/2015,3/9/2015,6/9/2015,1
106,18/11/2014,28/8/2015,2/9/2015,6/9/2015,1
107,18/11/2014,28/8/2015,2/9/2015,6/9/2015,1
108,18/11/2014,28/8/2015,2/9/2015,6/9/2015,1
109,18/11/2014,28/8/2015,2/9/2015,6/9/2015,1
110,18/11/2014,,3/9/2015,6/9/2015,0
111,18/11/2014,,2/9/2015,7/9/2015,0
112,18/11/2014,,2/9/2015,7/9/2015,0
113,18/11/2014,,2/9/2015,7/9/2015,0
114,18/11/2014,,2/9/2015,7/9/2015,0
115,18/11/2014,,2/9/2015,7/9/2015,0
116,18/11/2014,,4/9/2015,7/9/2015,0
117,18/11/2014,,3/9/2015,7/9/2015,0
118,18/11/2014,,2/9/2015,7/9/2015,0
119,18/11/2014,,2/9/2015,7/9/2015,0
120,18/11/2014,,31/8/2015,10/9/2015,0
121,18/11/2014,,1/9/2015,12/9/2015,0
122,18/11/2014,,9/9/2015,20/9/2015,0
123,18/11/2014,,7/9/2015,21/9/2015,0
124,18/11/2014,,23/9/2015,30/9/2015,0
125,18/11/2014,,29/9/2015,8/10/2015,0
126,1/1/2015,,3/9/2015,19/9/2015,0
127,1/1/2015,,24/9/2015,30/9/2015,0
128,1/1/2015,,24/9/2015,30/9/2015,0
129,1/1/2015,,24/9/2015,30/9/2015,0
130,1/1/2015,,24/9/2015,30/9/2015,0
131,1/1/2015,,24/9/2015,30/9/2015,0
132,1/1/2015,1/1/2015,22/7/2015,29/7/2015,1
133,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
134,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
135,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
136,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
137,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
138,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
139,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
140,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
141,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
142,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
143,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
144,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
145,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
146,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
147,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
148,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
149,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
150,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
151,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
152,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
153,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
154,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
155,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
156,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
157,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
158,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
159,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
160,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
161,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
162,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
163,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
164,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
165,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
166,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
167,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
168,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
169,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
170,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
171,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
172,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
173,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
174,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
175,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
176,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
177,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
178,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
179,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
180,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
181,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
182,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
183,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
184,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
185,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
186,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
187,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
188,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
189,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
190,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
191,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
192,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
193,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
194,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
195,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
196,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
197,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
198,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
199,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
200,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
201,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
202,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
203,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
204,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
205,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
206,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
207,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
208,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
209,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
210,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
211,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
212,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
213,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
214,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
215,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
216,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
217,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
218,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
219,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
220,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
221,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
222,1/1/2015,21/1/2015,17/9/2015,20/9/2015,1
223,1/1/2015,17/3/2015,11/7/2015,18/7/2015,1
224,1/1/2015,31/3/2015,7/7/2015,14/7/2015,1
225,1/1/2015,15/4/2015,15/8/2015,22/8/2015,1
226,1/1/2015,15/4/2015,23/8/2015,29/8/2015,1
227,1/1/2015,29/4/2015,1/8/2015,9/8/2015,1
228,1/1/2015,29/5/2015,10/9/2015,17/9/2015,1
229,1/1/2015,13/6/2015,31/8/2015,6/9/2015,1
230,1/1/2015,17/6/2015,2/9/2015,9/9/2015,1
231,1/1/2015,17/6/2015,2/9/2015,9/9/2015,1
232,1/1/2015,17/6/2015,2/9/2015,9/9/2015,1
233,1/1/2015,17/6/2015,2/9/2015,9/9/2015,1
234,1/1/2015,17/6/2015,2/9/2015,9/9/2015,1
235,1/1/2015,17/6/2015,2/9/2015,9/9/2015,1
236,1/1/2015,17/6/2015,2/9/2015,9/9/2015,1
237,1/1/2015,17/6/2015,2/9/2015,9/9/2015,1
238,1/1/2015,17/6/2015,2/9/2015,9/9/2015,1
239,1/1/2015,17/6/2015,2/9/2015,9/9/2015,1
240,1/1/2015,17/6/2015,2/9/2015,9/9/2015,1
241,1/1/2015,17/6/2015,2/9/2015,9/9/2015,1
242,1/1/2015,17/6/2015,2/9/2015,9/9/2015,1
243,1/1/2015,17/6/2015,2/9/2015,9/9/2015,1
244,1/1/2015,17/6/2015,2/9/2015,9/9/2015,1
245,1/1/2015,17/6/2015,2/9/2015,9/9/2015,1
246,1/1/2015,17/6/2015,2/9/2015,9/9/2015,1
247,1/1/2015,17/6/2015,2/9/2015,9/9/2015,1
248,1/1/2015,17/6/2015,2/9/2015,9/9/2015,1
249,1/1/2015,17/6/2015,2/9/2015,9/9/2015,1
250,1/1/2015,17/6/2015,2/9/2015,9/9/2015,1
251,1/1/2015,17/6/2015,2/9/2015,9/9/2015,1
252,1/1/2015,17/6/2015,2/9/2015,9/9/2015,1
253,1/1/2015,17/6/2015,2/9/2015,9/9/2015,1
254,1/1/2015,18/6/2015,16/7/2015,19/7/2015,1
255,1/1/2015,,1/7/2015,5/7/2015,0
256,1/1/2015,,9/7/2015,16/7/2015,0
257,1/1/2015,,9/7/2015,16/7/2015,0
258,1/1/2015,,4/7/2015,19/7/2015,0
259,1/1/2015,,14/7/2015,23/7/2015,0
260,1/1/2015,,10/7/2015,24/7/2015,0
261,1/1/2015,1/8/2015,2/9/2015,9/9/2015,1
262,1/1/2015,1/8/2015,2/9/2015,9/9/2015,1
263,1/1/2015,1/8/2015,2/9/2015,9/9/2015,1
264,1/1/2015,1/8/2015,2/9/2015,9/9/2015,1
265,1/1/2015,1/8/2015,2/9/2015,9/9/2015,1
266,1/1/2015,1/8/2015,2/9/2015,9/9/2015,1
267,1/1/2015,1/8/2015,2/9/2015,9/9/2015,1
268,1/1/2015,1/8/2015,2/9/2015,9/9/2015,1
269,1/1/2015,1/8/2015,2/9/2015,9/9/2015,1
270,1/1/2015,1/8/2015,2/9/2015,9/9/2015,1
271,1/1/2015,1/8/2015,2/9/2015,9/9/2015,1
272,1/1/2015,1/8/2015,2/9/2015,9/9/2015,1
273,1/1/2015,1/8/2015,2/9/2015,9/9/2015,1
274,1/1/2015,1/8/2015,2/9/2015,9/9/2015,1
275,1/1/2015,4/8/2015,7/8/2015,11/8/2015,1
276,1/1/2015,7/8/2015,8/8/2015,15/8/2015,1
277,1/1/2015,,1/8/2015,13/8/2015,0
278,1/1/2015,,1/8/2015,13/8/2015,0
279,1/1/2015,27/8/2015,24/9/2015,30/9/2015,1
280,1/1/2015,,28/8/2015,11/9/2015,0
281,1/1/2015,,22/8/2015,29/8/2015,0
282,1/1/2015,29/8/2015,2/9/2015,9/9/2015,1
283,1/1/2015,,25/8/2015,1/9/2015,0
284,1/1/2015,,2/9/2015,9/9/2015,0
285,1/1/2015,,2/9/2015,9/9/2015,0
286,1/1/2015,,2/9/2015,9/9/2015,0
287,1/1/2015,,2/9/2015,9/9/2015,0
288,1/1/2015,,2/9/2015,9/9/2015,0
289,1/1/2015,,2/9/2015,9/9/2015,0
290,1/1/2015,,2/9/2015,9/9/2015,0
291,1/1/2015,,2/9/2015,9/9/2015,0
292,1/1/2015,,2/9/2015,9/9/2015,0
293,1/1/2015,,2/9/2015,9/9/2015,0
294,1/1/2015,,2/9/2015,9/9/2015,0
295,1/1/2015,,10/9/2015,14/9/2015,0
296,1/1/2015,,12/9/2015,16/9/2015,0
297,1/1/2015,,12/9/2015,16/9/2015,0
298,1/1/2015,,12/9/2015,16/9/2015,0
299,1/1/2015,,12/9/2015,16/9/2015,0
300,1/1/2015,,12/9/2015,16/9/2015,0
301,1/1/2015,,12/9/2015,16/9/2015,0
302,1/1/2015,,12/9/2015,16/9/2015,0
303,1/1/2015,,12/9/2015,16/9/2015,0
304,1/1/2015,,12/9/2015,16/9/2015,0
305,1/1/2015,,12/9/2015,16/9/2015,0
306,1/1/2015,,12/9/2015,16/9/2015,0
307,1/1/2015,,12/9/2015,16/9/2015,0
308,1/1/2015,,12/9/2015,16/9/2015,0
309,1/1/2015,,12/9/2015,16/9/2015,0
310,1/1/2015,,12/9/2015,16/9/2015,0
311,1/1/2015,,12/9/2015,16/9/2015,0
312,1/1/2015,,12/9/2015,16/9/2015,0
313,1/1/2015,,12/9/2015,16/9/2015,0
314,1/1/2015,,12/9/2015,16/9/2015,0
315,1/1/2015,,12/9/2015,16/9/2015,0
316,1/1/2015,,12/9/2015,16/9/2015,0
317,1/1/2015,,12/9/2015,16/9/2015,0
318,1/1/2015,,10/9/2015,17/9/2015,0
319,1/1/2015,,4/9/2015,18/9/2015,0
320,1/1/2015,,15/9/2015,20/9/2015,0
321,1/1/2015,,15/9/2015,23/9/2015,0
322,1/1/2015,,11/9/2015,25/9/2015,0
323,1/1/2015,28/9/2015,30/9/2015,3/10/2015,1
324,1/1/2015,28/9/2015,30/9/2015,3/10/2015,1
325,1/1/2015,28/9/2015,30/9/2015,3/10/2015,1
326,1/1/2015,28/9/2015,30/9/2015,3/10/2015,1
327,1/1/2015,,24/9/2015,30/9/2015,0
328,1/1/2015,,24/9/2015,30/9/2015,0
329,1/1/2015,,24/9/2015,30/9/2015,0
330,1/1/2015,,24/9/2015,30/9/2015,0
331,1/1/2015,,18/9/2015,2/10/2015,0
332,1/1/2015,,18/9/2015,2/10/2015,0
333,1/1/2015,2/10/2015,5/10/2015,19/10/2015,1
334,1/1/2015,2/10/2015,5/10/2015,19/10/2015,1
335,1/1/2015,2/10/2015,5/10/2015,19/10/2015,1
336,1/1/2015,2/10/2015,5/10/2015,19/10/2015,1
337,1/1/2015,2/10/2015,5/10/2015,19/10/2015,1
338,1/1/2015,2/10/2015,5/10/2015,19/10/2015,1
339,1/1/2015,2/10/2015,5/10/2015,19/10/2015,1
340,1/1/2015,2/10/2015,5/10/2015,19/10/2015,1
341,1/1/2015,2/10/2015,5/10/2015,19/10/2015,1
342,1/1/2015,2/10/2015,5/10/2015,19/10/2015,1
343,1/1/2015,2/10/2015,5/10/2015,19/10/2015,1
344,1/1/2015,2/10/2015,5/10/2015,19/10/2015,1
345,1/1/2015,2/10/2015,5/10/2015,19/10/2015,1
346,1/1/2015,2/10/2015,5/10/2015,19/10/2015,1
347,1/1/2015,2/10/2015,5/10/2015,19/10/2015,1
348,1/1/2015,2/10/2015,5/10/2015,19/10/2015,1
349,1/1/2015,2/10/2015,5/10/2015,19/10/2015,1
350,1/1/2015,,30/9/2015,3/10/2015,0
351,1/1/2015,,30/9/2015,3/10/2015,0
352,1/1/2015,,30/9/2015,3/10/2015,0
353,1/1/2015,,30/9/2015,3/10/2015,0
354,1/1/2015,,30/9/2015,3/10/2015,0
355,1/1/2015,,30/9/2015,3/10/2015,0
356,1/1/2015,,30/9/2015,3/10/2015,0
357,1/1/2015,,30/9/2015,3/10/2015,0
358,1/1/2015,,30/9/2015,3/10/2015,0
359,1/1/2015,,30/9/2015,3/10/2015,0
360,1/1/2015,,30/9/2015,3/10/2015,0
361,1/1/2015,,30/9/2015,3/10/2015,0
362,1/1/2015,,30/9/2015,3/10/2015,0
363,1/1/2015,,30/9/2015,3/10/2015,0
364,1/1/2015,,27/9/2015,5/10/2015,0
365,1/1/2015,,28/9/2015,8/10/2015,0
366,1/1/2015,12/10/2015,15/10/2015,19/10/2015,1
367,1/1/2015,,14/10/2015,20/10/2015,0
368,1/1/2015,,15/10/2015,19/10/2015,0
369,1/1/2015,,15/10/2015,18/10/2015,0
370,1/1/2015,,15/10/2015,18/10/2015,0
371,1/1/2015,,14/10/2015,15/10/2015,0
372,1/1/2015,,14/10/2015,15/10/2015,0
373,1/1/2015,,15/10/2015,19/10/2015,0
374,1/1/2015,,15/10/2015,16/10/2015,0
375,1/1/2015,,15/10/2015,18/10/2015,0
376,1/1/2015,,15/10/2015,18/10/2015,0
377,1/1/2015,,15/10/2015,18/10/2015,0
378,1/1/2015,,15/10/2015,18/10/2015,0
379,1/1/2015,,15/10/2015,18/10/2015,0
380,1/1/2015,,15/10/2015,18/10/2015,0
381,1/1/2015,,15/10/2015,18/10/2015,0
382,1/1/2015,,15/10/2015,18/10/2015,0
383,1/1/2015,,15/10/2015,18/10/2015,0
384,1/1/2015,,15/10/2015,18/10/2015,0
385,1/1/2015,,15/10/2015,18/10/2015,0
386,1/1/2015,,15/10/2015,18/10/2015,0
387,1/1/2015,,15/10/2015,18/10/2015,0
388,1/1/2015,,15/10/2015,18/10/2015,0
389,1/1/2015,,15/10/2015,18/10/2015,0
390,1/1/2015,,15/10/2015,18/10/2015,0
391,1/1/2015,,15/10/2015,18/10/2015,0
392,1/1/2015,,15/10/2015,18/10/2015,0
393,1/1/2015,,15/10/2015,18/10/2015,0
394,1/1/2015,,15/10/2015,18/10/2015,0
395,1/1/2015,,15/10/2015,18/10/2015,0
396,1/1/2015,,15/10/2015,19/10/2015,0
397,1/1/2015,,15/10/2015,19/10/2015,0
398,1/1/2015,,15/10/2015,19/10/2015,0
399,1/1/2015,,15/10/2015,19/10/2015,0
400,1/1/2015,,15/10/2015,19/10/2015,0
401,1/1/2015,,14/10/2015,19/10/2015,0
402,1/1/2015,,15/10/2015,19/10/2015,0
403,1/1/2015,,15/10/2015,19/10/2015,0
404,1/1/2015,,15/10/2015,19/10/2015,0
405,1/1/2015,,15/10/2015,19/10/2015,0
406,1/1/2015,,15/10/2015,19/10/2015,0
407,1/1/2015,,15/10/2015,19/10/2015,0
408,1/1/2015,,15/10/2015,19/10/2015,0
409,1/1/2015,,15/10/2015,19/10/2015,0
410,1/1/2015,,15/10/2015,19/10/2015,0
411,1/1/2015,,15/10/2015,19/10/2015,0
412,1/1/2015,,15/10/2015,19/10/2015,0
413,1/1/2015,,15/10/2015,19/10/2015,0
414,1/1/2015,,15/10/2015,19/10/2015,0
415,1/1/2015,,15/10/2015,19/10/2015,0
416,1/1/2015,,14/10/2015,19/10/2015,0
417,1/1/2015,,15/10/2015,19/10/2015,0
418,1/1/2015,,15/10/2015,19/10/2015,0
419,1/1/2015,,15/10/2015,19/10/2015,0
420,1/1/2015,,15/10/2015,19/10/2015,0
421,1/1/2015,,15/10/2015,19/10/2015,0
422,1/1/2015,,15/10/2015,19/10/2015,0
423,1/1/2015,,15/10/2015,19/10/2015,0
424,1/1/2015,,15/10/2015,19/10/2015,0
425,1/1/2015,,15/10/2015,19/10/2015,0
426,1/1/2015,,15/10/2015,19/10/2015,0
427,1/1/2015,,15/10/2015,19/10/2015,0
428,1/1/2015,,15/10/2015,19/10/2015,0
429,1/1/2015,,15/10/2015,19/10/2015,0
430,1/1/2015,,15/10/2015,19/10/2015,0
431,1/1/2015,,15/10/2015,19/10/2015,0
432,1/1/2015,,15/10/2015,19/10/2015,0
433,1/1/2015,,15/10/2015,19/10/2015,0
434,1/1/2015,,15/10/2015,19/10/2015,0
435,1/1/2015,,15/10/2015,19/10/2015,0
436,1/1/2015,,15/10/2015,19/10/2015,0
437,1/1/2015,,15/10/2015,19/10/2015,0
438,1/1/2015,,15/10/2015,19/10/2015,0
439,1/1/2015,,15/10/2015,19/10/2015,0
440,1/1/2015,,13/10/2015,19/10/2015,0
441,1/1/2015,,15/10/2015,19/10/2015,0
442,1/1/2015,,15/10/2015,19/10/2015,0
443,1/1/2015,,15/10/2015,19/10/2015,0
444,1/1/2015,,15/10/2015,20/10/2015,0
445,1/1/2015,,15/10/2015,20/10/2015,0
446,1/1/2015,,14/10/2015,20/10/2015,0
447,1/1/2015,,14/10/2015,20/10/2015,0
448,1/1/2015,,14/10/2015,20/10/2015,0
449,1/1/2015,,15/10/2015,20/10/2015,0
450,1/1/2015,,14/10/2015,20/10/2015,0
451,1/1/2015,,14/10/2015,20/10/2015,0
452,1/1/2015,,6/10/2015,20/10/2015,0
453,1/1/2015,,13/10/2015,21/10/2015,0
454,1/1/2015,,14/10/2015,21/10/2015,0
455,1/1/2015,,14/10/2015,21/10/2015,0
456,1/1/2015,,14/10/2015,21/10/2015,0
457,1/1/2015,,13/10/2015,21/10/2015,0
458,1/1/2015,,14/10/2015,21/10/2015,0
459,1/1/2015,,15/10/2015,21/10/2015,0
460,1/1/2015,,15/10/2015,21/10/2015,0
461,1/1/2015,,15/10/2015,22/10/2015,0
462,1/1/2015,,15/10/2015,23/10/2015,0
463,1/1/2015,,15/10/2015,23/10/2015,0
464,2/1/2015,,14/8/2015,19/8/2015,0
465,2/1/2015,19/5/2015,4/7/2015,18/7/2015,1
466,2/1/2015,,6/7/2015,13/7/2015,0
467,2/1/2015,21/1/2015,15/9/2015,13/10/2015,1
468,2/1/2015,22/1/2015,20/9/2015,26/9/2015,1
469,2/1/2015,30/1/2015,4/10/2015,6/10/2015,1
470,2/1/2015,30/1/2015,4/10/2015,6/10/2015,1
471,2/1/2015,30/1/2015,4/10/2015,6/10/2015,1
472,2/1/2015,30/1/2015,4/10/2015,6/10/2015,1
473,2/1/2015,30/1/2015,4/10/2015,6/10/2015,1
474,2/1/2015,30/1/2015,4/10/2015,6/10/2015,1
475,2/1/2015,30/1/2015,4/10/2015,6/10/2015,1
476,2/1/2015,30/1/2015,4/10/2015,6/10/2015,1
477,2/1/2015,30/1/2015,4/10/2015,6/10/2015,1
478,2/1/2015,30/1/2015,4/10/2015,6/10/2015,1
479,2/1/2015,30/1/2015,4/10/2015,6/10/2015,1
480,2/1/2015,30/1/2015,4/10/2015,6/10/2015,1
481,2/1/2015,30/1/2015,4/10/2015,6/10/2015,1
